wk_start,wk_end,year_wk_num,mmwrid
1976-10-17,1976-10-23,42,773
1976-10-24,1976-10-30,43,774
1976-10-31,1976-11-06,44,775
1976-11-07,1976-11-13,45,776
1976-11-14,1976-11-20,46,777
1976-11-21,1976-11-27,47,778
1976-11-28,1976-12-04,48,779
1976-12-05,1976-12-11,49,780
1976-12-12,1976-12-18,50,781
1976-12-19,1976-12-25,51,782
1976-12-26,1977-01-01,52,783
1977-01-02,1977-01-08,1,784
1977-01-09,1977-01-15,2,785
1977-01-16,1977-01-22,3,786
1977-01-23,1977-01-29,4,787
1977-01-30,1977-02-05,5,788
1977-02-06,1977-02-12,6,789
1977-02-13,1977-02-19,7,790
1977-02-20,1977-02-26,8,791
1977-02-27,1977-03-05,9,792
1977-03-06,1977-03-12,10,793
1977-03-13,1977-03-19,11,794
1977-03-20,1977-03-26,12,795
1977-03-27,1977-04-02,13,796
1977-04-03,1977-04-09,14,797
1977-04-10,1977-04-16,15,798
1977-04-17,1977-04-23,16,799
1977-04-24,1977-04-30,17,800
1977-05-01,1977-05-07,18,801
1977-05-08,1977-05-14,19,802
1977-05-15,1977-05-21,20,803
1977-05-22,1977-05-28,21,804
1977-05-29,1977-06-04,22,805
1977-06-05,1977-06-11,23,806
1977-06-12,1977-06-18,24,807
1977-06-19,1977-06-25,25,808
1977-06-26,1977-07-02,26,809
1977-07-03,1977-07-09,27,810
1977-07-10,1977-07-16,28,811
1977-07-17,1977-07-23,29,812
1977-07-24,1977-07-30,30,813
1977-07-31,1977-08-06,31,814
1977-08-07,1977-08-13,32,815
1977-08-14,1977-08-20,33,816
1977-08-21,1977-08-27,34,817
1977-08-28,1977-09-03,35,818
1977-09-04,1977-09-10,36,819
1977-09-11,1977-09-17,37,820
1977-09-18,1977-09-24,38,821
1977-09-25,1977-10-01,39,822
1977-10-02,1977-10-08,40,823
1977-10-09,1977-10-15,41,824
1977-10-16,1977-10-22,42,825
1977-10-23,1977-10-29,43,826
1977-10-30,1977-11-05,44,827
1977-11-06,1977-11-12,45,828
1977-11-13,1977-11-19,46,829
1977-11-20,1977-11-26,47,830
1977-11-27,1977-12-03,48,831
1977-12-04,1977-12-10,49,832
1977-12-11,1977-12-17,50,833
1977-12-18,1977-12-24,51,834
1977-12-25,1977-12-31,52,835
1978-01-01,1978-01-07,1,836
1978-01-08,1978-01-14,2,837
1978-01-15,1978-01-21,3,838
1978-01-22,1978-01-28,4,839
1978-01-29,1978-02-04,5,840
1978-02-05,1978-02-11,6,841
1978-02-12,1978-02-18,7,842
1978-02-19,1978-02-25,8,843
1978-02-26,1978-03-04,9,844
1978-03-05,1978-03-11,10,845
1978-03-12,1978-03-18,11,846
1978-03-19,1978-03-25,12,847
1978-03-26,1978-04-01,13,848
1978-04-02,1978-04-08,14,849
1978-04-09,1978-04-15,15,850
1978-04-16,1978-04-22,16,851
1978-04-23,1978-04-29,17,852
1978-04-30,1978-05-06,18,853
1978-05-07,1978-05-13,19,854
1978-05-14,1978-05-20,20,855
1978-05-21,1978-05-27,21,856
1978-05-28,1978-06-03,22,857
1978-06-04,1978-06-10,23,858
1978-06-11,1978-06-17,24,859
1978-06-18,1978-06-24,25,860
1978-06-25,1978-07-01,26,861
1978-07-02,1978-07-08,27,862
1978-07-09,1978-07-15,28,863
1978-07-16,1978-07-22,29,864
1978-07-23,1978-07-29,30,865
1978-07-30,1978-08-05,31,866
1978-08-06,1978-08-12,32,867
1978-08-13,1978-08-19,33,868
1978-08-20,1978-08-26,34,869
1978-08-27,1978-09-02,35,870
1978-09-03,1978-09-09,36,871
1978-09-10,1978-09-16,37,872
1978-09-17,1978-09-23,38,873
1978-09-24,1978-09-30,39,874
1978-10-01,1978-10-07,40,875
1978-10-08,1978-10-14,41,876
1978-10-15,1978-10-21,42,877
1978-10-22,1978-10-28,43,878
1978-10-29,1978-11-04,44,879
1978-11-05,1978-11-11,45,880
1978-11-12,1978-11-18,46,881
1978-11-19,1978-11-25,47,882
1978-11-26,1978-12-02,48,883
1978-12-03,1978-12-09,49,884
1978-12-10,1978-12-16,50,885
1978-12-17,1978-12-23,51,886
1978-12-24,1978-12-30,52,887
1978-12-31,1979-01-06,1,888
1979-01-07,1979-01-13,2,889
1979-01-14,1979-01-20,3,890
1979-01-21,1979-01-27,4,891
1979-01-28,1979-02-03,5,892
1979-02-04,1979-02-10,6,893
1979-02-11,1979-02-17,7,894
1979-02-18,1979-02-24,8,895
1979-02-25,1979-03-03,9,896
1979-03-04,1979-03-10,10,897
1979-03-11,1979-03-17,11,898
1979-03-18,1979-03-24,12,899
1979-03-25,1979-03-31,13,900
1979-04-01,1979-04-07,14,901
1979-04-08,1979-04-14,15,902
1979-04-15,1979-04-21,16,903
1979-04-22,1979-04-28,17,904
1979-04-29,1979-05-05,18,905
1979-05-06,1979-05-12,19,906
1979-05-13,1979-05-19,20,907
1979-05-20,1979-05-26,21,908
1979-05-27,1979-06-02,22,909
1979-06-03,1979-06-09,23,910
1979-06-10,1979-06-16,24,911
1979-06-17,1979-06-23,25,912
1979-06-24,1979-06-30,26,913
1979-07-01,1979-07-07,27,914
1979-07-08,1979-07-14,28,915
1979-07-15,1979-07-21,29,916
1979-07-22,1979-07-28,30,917
1979-07-29,1979-08-04,31,918
1979-08-05,1979-08-11,32,919
1979-08-12,1979-08-18,33,920
1979-08-19,1979-08-25,34,921
1979-08-26,1979-09-01,35,922
1979-09-02,1979-09-08,36,923
1979-09-09,1979-09-15,37,924
1979-09-16,1979-09-22,38,925
1979-09-23,1979-09-29,39,926
1979-09-30,1979-10-06,40,927
1979-10-07,1979-10-13,41,928
1979-10-14,1979-10-20,42,929
1979-10-21,1979-10-27,43,930
1979-10-28,1979-11-03,44,931
1979-11-04,1979-11-10,45,932
1979-11-11,1979-11-17,46,933
1979-11-18,1979-11-24,47,934
1979-11-25,1979-12-01,48,935
1979-12-02,1979-12-08,49,936
1979-12-09,1979-12-15,50,937
1979-12-16,1979-12-22,51,938
1979-12-23,1979-12-29,52,939
1979-12-30,1980-01-05,1,940
1980-01-06,1980-01-12,2,941
1980-01-13,1980-01-19,3,942
1980-01-20,1980-01-26,4,943
1980-01-27,1980-02-02,5,944
1980-02-03,1980-02-09,6,945
1980-02-10,1980-02-16,7,946
1980-02-17,1980-02-23,8,947
1980-02-24,1980-03-01,9,948
1980-03-02,1980-03-08,10,949
1980-03-09,1980-03-15,11,950
1980-03-16,1980-03-22,12,951
1980-03-23,1980-03-29,13,952
1980-03-30,1980-04-05,14,953
1980-04-06,1980-04-12,15,954
1980-04-13,1980-04-19,16,955
1980-04-20,1980-04-26,17,956
1980-04-27,1980-05-03,18,957
1980-05-04,1980-05-10,19,958
1980-05-11,1980-05-17,20,959
1980-05-18,1980-05-24,21,960
1980-05-25,1980-05-31,22,961
1980-06-01,1980-06-07,23,962
1980-06-08,1980-06-14,24,963
1980-06-15,1980-06-21,25,964
1980-06-22,1980-06-28,26,965
1980-06-29,1980-07-05,27,966
1980-07-06,1980-07-12,28,967
1980-07-13,1980-07-19,29,968
1980-07-20,1980-07-26,30,969
1980-07-27,1980-08-02,31,970
1980-08-03,1980-08-09,32,971
1980-08-10,1980-08-16,33,972
1980-08-17,1980-08-23,34,973
1980-08-24,1980-08-30,35,974
1980-08-31,1980-09-06,36,975
1980-09-07,1980-09-13,37,976
1980-09-14,1980-09-20,38,977
1980-09-21,1980-09-27,39,978
1980-09-28,1980-10-04,40,979
1980-10-05,1980-10-11,41,980
1980-10-12,1980-10-18,42,981
1980-10-19,1980-10-25,43,982
1980-10-26,1980-11-01,44,983
1980-11-02,1980-11-08,45,984
1980-11-09,1980-11-15,46,985
1980-11-16,1980-11-22,47,986
1980-11-23,1980-11-29,48,987
1980-11-30,1980-12-06,49,988
1980-12-07,1980-12-13,50,989
1980-12-14,1980-12-20,51,990
1980-12-21,1980-12-27,52,991
1980-12-28,1981-01-03,53,992
1981-01-04,1981-01-10,1,993
1981-01-11,1981-01-17,2,994
1981-01-18,1981-01-24,3,995
1981-01-25,1981-01-31,4,996
1981-02-01,1981-02-07,5,997
1981-02-08,1981-02-14,6,998
1981-02-15,1981-02-21,7,999
1981-02-22,1981-02-28,8,1000
1981-03-01,1981-03-07,9,1001
1981-03-08,1981-03-14,10,1002
1981-03-15,1981-03-21,11,1003
1981-03-22,1981-03-28,12,1004
1981-03-29,1981-04-04,13,1005
1981-04-05,1981-04-11,14,1006
1981-04-12,1981-04-18,15,1007
1981-04-19,1981-04-25,16,1008
1981-04-26,1981-05-02,17,1009
1981-05-03,1981-05-09,18,1010
1981-05-10,1981-05-16,19,1011
1981-05-17,1981-05-23,20,1012
1981-05-24,1981-05-30,21,1013
1981-05-31,1981-06-06,22,1014
1981-06-07,1981-06-13,23,1015
1981-06-14,1981-06-20,24,1016
1981-06-21,1981-06-27,25,1017
1981-06-28,1981-07-04,26,1018
1981-07-05,1981-07-11,27,1019
1981-07-12,1981-07-18,28,1020
1981-07-19,1981-07-25,29,1021
1981-07-26,1981-08-01,30,1022
1981-08-02,1981-08-08,31,1023
1981-08-09,1981-08-15,32,1024
1981-08-16,1981-08-22,33,1025
1981-08-23,1981-08-29,34,1026
1981-08-30,1981-09-05,35,1027
1981-09-06,1981-09-12,36,1028
1981-09-13,1981-09-19,37,1029
1981-09-20,1981-09-26,38,1030
1981-09-27,1981-10-03,39,1031
1981-10-04,1981-10-10,40,1032
1981-10-11,1981-10-17,41,1033
1981-10-18,1981-10-24,42,1034
1981-10-25,1981-10-31,43,1035
1981-11-01,1981-11-07,44,1036
1981-11-08,1981-11-14,45,1037
1981-11-15,1981-11-21,46,1038
1981-11-22,1981-11-28,47,1039
1981-11-29,1981-12-05,48,1040
1981-12-06,1981-12-12,49,1041
1981-12-13,1981-12-19,50,1042
1981-12-20,1981-12-26,51,1043
1981-12-27,1982-01-02,52,1044
1982-01-03,1982-01-09,1,1045
1982-01-10,1982-01-16,2,1046
1982-01-17,1982-01-23,3,1047
1982-01-24,1982-01-30,4,1048
1982-01-31,1982-02-06,5,1049
1982-02-07,1982-02-13,6,1050
1982-02-14,1982-02-20,7,1051
1982-02-21,1982-02-27,8,1052
1982-02-28,1982-03-06,9,1053
1982-03-07,1982-03-13,10,1054
1982-03-14,1982-03-20,11,1055
1982-03-21,1982-03-27,12,1056
1982-03-28,1982-04-03,13,1057
1982-04-04,1982-04-10,14,1058
1982-04-11,1982-04-17,15,1059
1982-04-18,1982-04-24,16,1060
1982-04-25,1982-05-01,17,1061
1982-05-02,1982-05-08,18,1062
1982-05-09,1982-05-15,19,1063
1982-05-16,1982-05-22,20,1064
1982-05-23,1982-05-29,21,1065
1982-05-30,1982-06-05,22,1066
1982-06-06,1982-06-12,23,1067
1982-06-13,1982-06-19,24,1068
1982-06-20,1982-06-26,25,1069
1982-06-27,1982-07-03,26,1070
1982-07-04,1982-07-10,27,1071
1982-07-11,1982-07-17,28,1072
1982-07-18,1982-07-24,29,1073
1982-07-25,1982-07-31,30,1074
1982-08-01,1982-08-07,31,1075
1982-08-08,1982-08-14,32,1076
1982-08-15,1982-08-21,33,1077
1982-08-22,1982-08-28,34,1078
1982-08-29,1982-09-04,35,1079
1982-09-05,1982-09-11,36,1080
1982-09-12,1982-09-18,37,1081
1982-09-19,1982-09-25,38,1082
1982-09-26,1982-10-02,39,1083
1982-10-03,1982-10-09,40,1084
1982-10-10,1982-10-16,41,1085
1982-10-17,1982-10-23,42,1086
1982-10-24,1982-10-30,43,1087
1982-10-31,1982-11-06,44,1088
1982-11-07,1982-11-13,45,1089
1982-11-14,1982-11-20,46,1090
1982-11-21,1982-11-27,47,1091
1982-11-28,1982-12-04,48,1092
1982-12-05,1982-12-11,49,1093
1982-12-12,1982-12-18,50,1094
1982-12-19,1982-12-25,51,1095
1982-12-26,1983-01-01,52,1096
1983-01-02,1983-01-08,1,1097
1983-01-09,1983-01-15,2,1098
1983-01-16,1983-01-22,3,1099
1983-01-23,1983-01-29,4,1100
1983-01-30,1983-02-05,5,1101
1983-02-06,1983-02-12,6,1102
1983-02-13,1983-02-19,7,1103
1983-02-20,1983-02-26,8,1104
1983-02-27,1983-03-05,9,1105
1983-03-06,1983-03-12,10,1106
1983-03-13,1983-03-19,11,1107
1983-03-20,1983-03-26,12,1108
1983-03-27,1983-04-02,13,1109
1983-04-03,1983-04-09,14,1110
1983-04-10,1983-04-16,15,1111
1983-04-17,1983-04-23,16,1112
1983-04-24,1983-04-30,17,1113
1983-05-01,1983-05-07,18,1114
1983-05-08,1983-05-14,19,1115
1983-05-15,1983-05-21,20,1116
1983-05-22,1983-05-28,21,1117
1983-05-29,1983-06-04,22,1118
1983-06-05,1983-06-11,23,1119
1983-06-12,1983-06-18,24,1120
1983-06-19,1983-06-25,25,1121
1983-06-26,1983-07-02,26,1122
1983-07-03,1983-07-09,27,1123
1983-07-10,1983-07-16,28,1124
1983-07-17,1983-07-23,29,1125
1983-07-24,1983-07-30,30,1126
1983-07-31,1983-08-06,31,1127
1983-08-07,1983-08-13,32,1128
1983-08-14,1983-08-20,33,1129
1983-08-21,1983-08-27,34,1130
1983-08-28,1983-09-03,35,1131
1983-09-04,1983-09-10,36,1132
1983-09-11,1983-09-17,37,1133
1983-09-18,1983-09-24,38,1134
1983-09-25,1983-10-01,39,1135
1983-10-02,1983-10-08,40,1136
1983-10-09,1983-10-15,41,1137
1983-10-16,1983-10-22,42,1138
1983-10-23,1983-10-29,43,1139
1983-10-30,1983-11-05,44,1140
1983-11-06,1983-11-12,45,1141
1983-11-13,1983-11-19,46,1142
1983-11-20,1983-11-26,47,1143
1983-11-27,1983-12-03,48,1144
1983-12-04,1983-12-10,49,1145
1983-12-11,1983-12-17,50,1146
1983-12-18,1983-12-24,51,1147
1983-12-25,1983-12-31,52,1148
1984-01-01,1984-01-07,1,1149
1984-01-08,1984-01-14,2,1150
1984-01-15,1984-01-21,3,1151
1984-01-22,1984-01-28,4,1152
1984-01-29,1984-02-04,5,1153
1984-02-05,1984-02-11,6,1154
1984-02-12,1984-02-18,7,1155
1984-02-19,1984-02-25,8,1156
1984-02-26,1984-03-03,9,1157
1984-03-04,1984-03-10,10,1158
1984-03-11,1984-03-17,11,1159
1984-03-18,1984-03-24,12,1160
1984-03-25,1984-03-31,13,1161
1984-04-01,1984-04-07,14,1162
1984-04-08,1984-04-14,15,1163
1984-04-15,1984-04-21,16,1164
1984-04-22,1984-04-28,17,1165
1984-04-29,1984-05-05,18,1166
1984-05-06,1984-05-12,19,1167
1984-05-13,1984-05-19,20,1168
1984-05-20,1984-05-26,21,1169
1984-05-27,1984-06-02,22,1170
1984-06-03,1984-06-09,23,1171
1984-06-10,1984-06-16,24,1172
1984-06-17,1984-06-23,25,1173
1984-06-24,1984-06-30,26,1174
1984-07-01,1984-07-07,27,1175
1984-07-08,1984-07-14,28,1176
1984-07-15,1984-07-21,29,1177
1984-07-22,1984-07-28,30,1178
1984-07-29,1984-08-04,31,1179
1984-08-05,1984-08-11,32,1180
1984-08-12,1984-08-18,33,1181
1984-08-19,1984-08-25,34,1182
1984-08-26,1984-09-01,35,1183
1984-09-02,1984-09-08,36,1184
1984-09-09,1984-09-15,37,1185
1984-09-16,1984-09-22,38,1186
1984-09-23,1984-09-29,39,1187
1984-09-30,1984-10-06,40,1188
1984-10-07,1984-10-13,41,1189
1984-10-14,1984-10-20,42,1190
1984-10-21,1984-10-27,43,1191
1984-10-28,1984-11-03,44,1192
1984-11-04,1984-11-10,45,1193
1984-11-11,1984-11-17,46,1194
1984-11-18,1984-11-24,47,1195
1984-11-25,1984-12-01,48,1196
1984-12-02,1984-12-08,49,1197
1984-12-09,1984-12-15,50,1198
1984-12-16,1984-12-22,51,1199
1984-12-23,1984-12-29,52,1200
1984-12-30,1985-01-05,1,1201
1985-01-06,1985-01-12,2,1202
1985-01-13,1985-01-19,3,1203
1985-01-20,1985-01-26,4,1204
1985-01-27,1985-02-02,5,1205
1985-02-03,1985-02-09,6,1206
1985-02-10,1985-02-16,7,1207
1985-02-17,1985-02-23,8,1208
1985-02-24,1985-03-02,9,1209
1985-03-03,1985-03-09,10,1210
1985-03-10,1985-03-16,11,1211
1985-03-17,1985-03-23,12,1212
1985-03-24,1985-03-30,13,1213
1985-03-31,1985-04-06,14,1214
1985-04-07,1985-04-13,15,1215
1985-04-14,1985-04-20,16,1216
1985-04-21,1985-04-27,17,1217
1985-04-28,1985-05-04,18,1218
1985-05-05,1985-05-11,19,1219
1985-05-12,1985-05-18,20,1220
1985-05-19,1985-05-25,21,1221
1985-05-26,1985-06-01,22,1222
1985-06-02,1985-06-08,23,1223
1985-06-09,1985-06-15,24,1224
1985-06-16,1985-06-22,25,1225
1985-06-23,1985-06-29,26,1226
1985-06-30,1985-07-06,27,1227
1985-07-07,1985-07-13,28,1228
1985-07-14,1985-07-20,29,1229
1985-07-21,1985-07-27,30,1230
1985-07-28,1985-08-03,31,1231
1985-08-04,1985-08-10,32,1232
1985-08-11,1985-08-17,33,1233
1985-08-18,1985-08-24,34,1234
1985-08-25,1985-08-31,35,1235
1985-09-01,1985-09-07,36,1236
1985-09-08,1985-09-14,37,1237
1985-09-15,1985-09-21,38,1238
1985-09-22,1985-09-28,39,1239
1985-09-29,1985-10-05,40,1240
1985-10-06,1985-10-12,41,1241
1985-10-13,1985-10-19,42,1242
1985-10-20,1985-10-26,43,1243
1985-10-27,1985-11-02,44,1244
1985-11-03,1985-11-09,45,1245
1985-11-10,1985-11-16,46,1246
1985-11-17,1985-11-23,47,1247
1985-11-24,1985-11-30,48,1248
1985-12-01,1985-12-07,49,1249
1985-12-08,1985-12-14,50,1250
1985-12-15,1985-12-21,51,1251
1985-12-22,1985-12-28,52,1252
1985-12-29,1986-01-04,1,1253
1986-01-05,1986-01-11,2,1254
1986-01-12,1986-01-18,3,1255
1986-01-19,1986-01-25,4,1256
1986-01-26,1986-02-01,5,1257
1986-02-02,1986-02-08,6,1258
1986-02-09,1986-02-15,7,1259
1986-02-16,1986-02-22,8,1260
1986-02-23,1986-03-01,9,1261
1986-03-02,1986-03-08,10,1262
1986-03-09,1986-03-15,11,1263
1986-03-16,1986-03-22,12,1264
1986-03-23,1986-03-29,13,1265
1986-03-30,1986-04-05,14,1266
1986-04-06,1986-04-12,15,1267
1986-04-13,1986-04-19,16,1268
1986-04-20,1986-04-26,17,1269
1986-04-27,1986-05-03,18,1270
1986-05-04,1986-05-10,19,1271
1986-05-11,1986-05-17,20,1272
1986-05-18,1986-05-24,21,1273
1986-05-25,1986-05-31,22,1274
1986-06-01,1986-06-07,23,1275
1986-06-08,1986-06-14,24,1276
1986-06-15,1986-06-21,25,1277
1986-06-22,1986-06-28,26,1278
1986-06-29,1986-07-05,27,1279
1986-07-06,1986-07-12,28,1280
1986-07-13,1986-07-19,29,1281
1986-07-20,1986-07-26,30,1282
1986-07-27,1986-08-02,31,1283
1986-08-03,1986-08-09,32,1284
1986-08-10,1986-08-16,33,1285
1986-08-17,1986-08-23,34,1286
1986-08-24,1986-08-30,35,1287
1986-08-31,1986-09-06,36,1288
1986-09-07,1986-09-13,37,1289
1986-09-14,1986-09-20,38,1290
1986-09-21,1986-09-27,39,1291
1986-09-28,1986-10-04,40,1292
1986-10-05,1986-10-11,41,1293
1986-10-12,1986-10-18,42,1294
1986-10-19,1986-10-25,43,1295
1986-10-26,1986-11-01,44,1296
1986-11-02,1986-11-08,45,1297
1986-11-09,1986-11-15,46,1298
1986-11-16,1986-11-22,47,1299
1986-11-23,1986-11-29,48,1300
1986-11-30,1986-12-06,49,1301
1986-12-07,1986-12-13,50,1302
1986-12-14,1986-12-20,51,1303
1986-12-21,1986-12-27,52,1304
1986-12-28,1987-01-03,53,1305
1987-01-04,1987-01-10,1,1306
1987-01-11,1987-01-17,2,1307
1987-01-18,1987-01-24,3,1308
1987-01-25,1987-01-31,4,1309
1987-02-01,1987-02-07,5,1310
1987-02-08,1987-02-14,6,1311
1987-02-15,1987-02-21,7,1312
1987-02-22,1987-02-28,8,1313
1987-03-01,1987-03-07,9,1314
1987-03-08,1987-03-14,10,1315
1987-03-15,1987-03-21,11,1316
1987-03-22,1987-03-28,12,1317
1987-03-29,1987-04-04,13,1318
1987-04-05,1987-04-11,14,1319
1987-04-12,1987-04-18,15,1320
1987-04-19,1987-04-25,16,1321
1987-04-26,1987-05-02,17,1322
1987-05-03,1987-05-09,18,1323
1987-05-10,1987-05-16,19,1324
1987-05-17,1987-05-23,20,1325
1987-05-24,1987-05-30,21,1326
1987-05-31,1987-06-06,22,1327
1987-06-07,1987-06-13,23,1328
1987-06-14,1987-06-20,24,1329
1987-06-21,1987-06-27,25,1330
1987-06-28,1987-07-04,26,1331
1987-07-05,1987-07-11,27,1332
1987-07-12,1987-07-18,28,1333
1987-07-19,1987-07-25,29,1334
1987-07-26,1987-08-01,30,1335
1987-08-02,1987-08-08,31,1336
1987-08-09,1987-08-15,32,1337
1987-08-16,1987-08-22,33,1338
1987-08-23,1987-08-29,34,1339
1987-08-30,1987-09-05,35,1340
1987-09-06,1987-09-12,36,1341
1987-09-13,1987-09-19,37,1342
1987-09-20,1987-09-26,38,1343
1987-09-27,1987-10-03,39,1344
1987-10-04,1987-10-10,40,1345
1987-10-11,1987-10-17,41,1346
1987-10-18,1987-10-24,42,1347
1987-10-25,1987-10-31,43,1348
1987-11-01,1987-11-07,44,1349
1987-11-08,1987-11-14,45,1350
1987-11-15,1987-11-21,46,1351
1987-11-22,1987-11-28,47,1352
1987-11-29,1987-12-05,48,1353
1987-12-06,1987-12-12,49,1354
1987-12-13,1987-12-19,50,1355
1987-12-20,1987-12-26,51,1356
1987-12-27,1988-01-02,52,1357
1988-01-03,1988-01-09,1,1358
1988-01-10,1988-01-16,2,1359
1988-01-17,1988-01-23,3,1360
1988-01-24,1988-01-30,4,1361
1988-01-31,1988-02-06,5,1362
1988-02-07,1988-02-13,6,1363
1988-02-14,1988-02-20,7,1364
1988-02-21,1988-02-27,8,1365
1988-02-28,1988-03-05,9,1366
1988-03-06,1988-03-12,10,1367
1988-03-13,1988-03-19,11,1368
1988-03-20,1988-03-26,12,1369
1988-03-27,1988-04-02,13,1370
1988-04-03,1988-04-09,14,1371
1988-04-10,1988-04-16,15,1372
1988-04-17,1988-04-23,16,1373
1988-04-24,1988-04-30,17,1374
1988-05-01,1988-05-07,18,1375
1988-05-08,1988-05-14,19,1376
1988-05-15,1988-05-21,20,1377
1988-05-22,1988-05-28,21,1378
1988-05-29,1988-06-04,22,1379
1988-06-05,1988-06-11,23,1380
1988-06-12,1988-06-18,24,1381
1988-06-19,1988-06-25,25,1382
1988-06-26,1988-07-02,26,1383
1988-07-03,1988-07-09,27,1384
1988-07-10,1988-07-16,28,1385
1988-07-17,1988-07-23,29,1386
1988-07-24,1988-07-30,30,1387
1988-07-31,1988-08-06,31,1388
1988-08-07,1988-08-13,32,1389
1988-08-14,1988-08-20,33,1390
1988-08-21,1988-08-27,34,1391
1988-08-28,1988-09-03,35,1392
1988-09-04,1988-09-10,36,1393
1988-09-11,1988-09-17,37,1394
1988-09-18,1988-09-24,38,1395
1988-09-25,1988-10-01,39,1396
1988-10-02,1988-10-08,40,1397
1988-10-09,1988-10-15,41,1398
1988-10-16,1988-10-22,42,1399
1988-10-23,1988-10-29,43,1400
1988-10-30,1988-11-05,44,1401
1988-11-06,1988-11-12,45,1402
1988-11-13,1988-11-19,46,1403
1988-11-20,1988-11-26,47,1404
1988-11-27,1988-12-03,48,1405
1988-12-04,1988-12-10,49,1406
1988-12-11,1988-12-17,50,1407
1988-12-18,1988-12-24,51,1408
1988-12-25,1988-12-31,52,1409
1989-01-01,1989-01-07,1,1410
1989-01-08,1989-01-14,2,1411
1989-01-15,1989-01-21,3,1412
1989-01-22,1989-01-28,4,1413
1989-01-29,1989-02-04,5,1414
1989-02-05,1989-02-11,6,1415
1989-02-12,1989-02-18,7,1416
1989-02-19,1989-02-25,8,1417
1989-02-26,1989-03-04,9,1418
1989-03-05,1989-03-11,10,1419
1989-03-12,1989-03-18,11,1420
1989-03-19,1989-03-25,12,1421
1989-03-26,1989-04-01,13,1422
1989-04-02,1989-04-08,14,1423
1989-04-09,1989-04-15,15,1424
1989-04-16,1989-04-22,16,1425
1989-04-23,1989-04-29,17,1426
1989-04-30,1989-05-06,18,1427
1989-05-07,1989-05-13,19,1428
1989-05-14,1989-05-20,20,1429
1989-05-21,1989-05-27,21,1430
1989-05-28,1989-06-03,22,1431
1989-06-04,1989-06-10,23,1432
1989-06-11,1989-06-17,24,1433
1989-06-18,1989-06-24,25,1434
1989-06-25,1989-07-01,26,1435
1989-07-02,1989-07-08,27,1436
1989-07-09,1989-07-15,28,1437
1989-07-16,1989-07-22,29,1438
1989-07-23,1989-07-29,30,1439
1989-07-30,1989-08-05,31,1440
1989-08-06,1989-08-12,32,1441
1989-08-13,1989-08-19,33,1442
1989-08-20,1989-08-26,34,1443
1989-08-27,1989-09-02,35,1444
1989-09-03,1989-09-09,36,1445
1989-09-10,1989-09-16,37,1446
1989-09-17,1989-09-23,38,1447
1989-09-24,1989-09-30,39,1448
1989-10-01,1989-10-07,40,1449
1989-10-08,1989-10-14,41,1450
1989-10-15,1989-10-21,42,1451
1989-10-22,1989-10-28,43,1452
1989-10-29,1989-11-04,44,1453
1989-11-05,1989-11-11,45,1454
1989-11-12,1989-11-18,46,1455
1989-11-19,1989-11-25,47,1456
1989-11-26,1989-12-02,48,1457
1989-12-03,1989-12-09,49,1458
1989-12-10,1989-12-16,50,1459
1989-12-17,1989-12-23,51,1460
1989-12-24,1989-12-30,52,1461
1989-12-31,1990-01-06,1,1462
1990-01-07,1990-01-13,2,1463
1990-01-14,1990-01-20,3,1464
1990-01-21,1990-01-27,4,1465
1990-01-28,1990-02-03,5,1466
1990-02-04,1990-02-10,6,1467
1990-02-11,1990-02-17,7,1468
1990-02-18,1990-02-24,8,1469
1990-02-25,1990-03-03,9,1470
1990-03-04,1990-03-10,10,1471
1990-03-11,1990-03-17,11,1472
1990-03-18,1990-03-24,12,1473
1990-03-25,1990-03-31,13,1474
1990-04-01,1990-04-07,14,1475
1990-04-08,1990-04-14,15,1476
1990-04-15,1990-04-21,16,1477
1990-04-22,1990-04-28,17,1478
1990-04-29,1990-05-05,18,1479
1990-05-06,1990-05-12,19,1480
1990-05-13,1990-05-19,20,1481
1990-05-20,1990-05-26,21,1482
1990-05-27,1990-06-02,22,1483
1990-06-03,1990-06-09,23,1484
1990-06-10,1990-06-16,24,1485
1990-06-17,1990-06-23,25,1486
1990-06-24,1990-06-30,26,1487
1990-07-01,1990-07-07,27,1488
1990-07-08,1990-07-14,28,1489
1990-07-15,1990-07-21,29,1490
1990-07-22,1990-07-28,30,1491
1990-07-29,1990-08-04,31,1492
1990-08-05,1990-08-11,32,1493
1990-08-12,1990-08-18,33,1494
1990-08-19,1990-08-25,34,1495
1990-08-26,1990-09-01,35,1496
1990-09-02,1990-09-08,36,1497
1990-09-09,1990-09-15,37,1498
1990-09-16,1990-09-22,38,1499
1990-09-23,1990-09-29,39,1500
1990-09-30,1990-10-06,40,1501
1990-10-07,1990-10-13,41,1502
1990-10-14,1990-10-20,42,1503
1990-10-21,1990-10-27,43,1504
1990-10-28,1990-11-03,44,1505
1990-11-04,1990-11-10,45,1506
1990-11-11,1990-11-17,46,1507
1990-11-18,1990-11-24,47,1508
1990-11-25,1990-12-01,48,1509
1990-12-02,1990-12-08,49,1510
1990-12-09,1990-12-15,50,1511
1990-12-16,1990-12-22,51,1512
1990-12-23,1990-12-29,52,1513
1990-12-30,1991-01-05,1,1514
1991-01-06,1991-01-12,2,1515
1991-01-13,1991-01-19,3,1516
1991-01-20,1991-01-26,4,1517
1991-01-27,1991-02-02,5,1518
1991-02-03,1991-02-09,6,1519
